LIMIT_BAL,CHECKING_ACCOUNT,EDUCATION,MARRIAGE,AGE,BILL_AMT,PAY_AMT,DEFAULT
84308,Yes,2.University,Single,28,89.7278,0,1
48176,Yes,3.Graduate School,Married,33,2440.7166,2440.7166,0
15055,No,3.Graduate School,Single,22,1794.556,391.43,0
12044,Yes,2.University,Married,32,7653.0587,602.2,0
21077,Yes,1.High School,Married,27,18882.2821,906.6121,0
9033,Yes,2.University,Married,35,7689.4918,451.65,0
6022,Yes,3.Graduate School,Married,30,2261.5621,602.2,0
6022,No,2.University,Married,34,4270.5013,463.9951,0
30110,Yes,3.Graduate School,Single,28,24793.1762,1083.96,0
9033,No,2.University,Single,25,722.64,0,1
96352,Yes,3.Graduate School,Married,41,30011.2392,1360.972,0
27099,No,1.High School,Single,42,19018.6804,0,1
57209,No,2.University,Single,40,47201.9415,4516.5,0
60220,No,3.Graduate School,Single,28,36773.0419,15696.0419,0
90330,Yes,2.University,Single,31,326.0913,326.0913,0
9033,Yes,3.Graduate School,Single,56,5122.6143,386.3113,0
69253,Yes,3.Graduate School,Married,35,1635.5752,376.375,0
93341,Yes,2.University,Single,28,32806.3505,2408.8,0
96352,No,3.Graduate School,Married,40,72615.3837,3011,0
51187,Yes,2.University,Single,27,50043.4222,2258.25,0
42154,No,3.Graduate School,Married,40,37822.9776,1297.741,0
24088,No,2.University,Single,32,15618.6592,557.9383,0
45165,No,2.University,Single,35,21747.5497,6022,0
60220,Yes,2.University,Married,29,47259.1505,1855.6793,0
21077,No,3.Graduate School,Single,30,17924.1819,1746.38,0
96352,No,2.University,Married,37,149.9478,149.9478,0
15055,Yes,3.Graduate School,Married,34,8593.0929,381.4937,0
84308,No,3.Graduate School,Married,41,12436.0322,12436.0322,0
90330,Yes,3.Graduate School,Single,31,13031.608,498.3205,0
60220,Yes,3.Graduate School,Married,27,31.6155,31.6155,0
3011,Yes,1.High School,Single,22,2944.1558,602.2,0
15055,No,3.Graduate School,Single,26,4935.6312,451.65,0
9033,Yes,1.High School,Married,46,3554.7866,0,1
6022,No,2.University,Single,24,2191.7069,301.1,0
6022,No,2.University,Single,49,5268.3467,433.8851,0
108396,Yes,3.Graduate School,Married,30,4290.3739,0,1
120440,Yes,3.Graduate School,Single,31,230.9437,230.9437,0
15055,Yes,2.University,Married,49,9718.0025,485.6743,0
48176,Yes,2.University,Single,27,24189.4707,1204.4,0
21077,Yes,2.University,Married,33,20758.7373,717.2202,0
24088,Yes,2.University,Single,48,12611.5735,903.3,0
9033,Yes,2.University,Single,22,8569.0049,1595.83,0
3011,No,2.University,Single,22,2905.3139,602.2,0
54198,Yes,3.Graduate School,Single,27,1005.0718,1005.0718,0
96352,No,3.Graduate School,Married,47,4191.312,4191.312,0
24088,Yes,2.University,Single,34,8192.931,602.2,0
3011,No,2.University,Married,45,2534.0576,421.54,0
108396,Yes,2.University,Single,39,1343.5082,1343.5082,0
99363,Yes,2.University,Single,29,40334.4527,27099,0
18066,No,3.Graduate School,Single,29,76.7805,0,1
15055,Yes,1.High School,Single,26,3320.8319,371.5574,0
60220,No,2.University,Married,38,47002.9144,1806.6,0
36132,No,3.Graduate School,Single,34,192.4029,0,1
33121,No,2.University,Married,57,12360.155,694.3366,0
45165,Yes,1.High School,Single,28,30677.8746,1204.4,0
183671,Yes,3.Graduate School,Single,31,38121.0666,1969.194,0
33121,Yes,3.Graduate School,Single,25,28534.0426,1308.5806,0
24088,Yes,2.University,Single,25,5798.5838,903.3,0
51187,Yes,2.University,Married,33,23959.7314,1318.818,0
33121,Yes,3.Graduate School,Single,30,602.5011,602.5011,0
42154,Yes,3.Graduate School,Married,51,17448.745,636.8265,0
21077,No,3.Graduate School,Single,51,13024.6827,903.3,0
78286,Yes,2.University,Married,46,8609.0512,3011,0
51187,No,1.High School,Single,38,6912.3527,602.2,0
15055,Yes,2.University,Married,34,3576.1647,367.6431,0
90330,Yes,1.High School,Married,34,82893.7333,3312.1,0
45165,Yes,3.Graduate School,Single,31,117.429,117.429,0
15055,Yes,2.University,Single,25,11171.4122,0,1
27099,Yes,3.Graduate School,Single,25,26296.2674,1204.4,0
15055,No,2.University,Single,26,14087.5657,632.31,0
150550,Yes,2.University,Single,43,13241.1736,1206.2066,0
141517,Yes,2.University,Married,36,479.6523,302.6055,0
69253,No,2.University,Single,58,33873.4489,1686.16,0
42154,Yes,2.University,Single,26,1815.633,602.2,0
69253,Yes,2.University,Married,30,3056.7672,367.9442,0
126462,Yes,2.University,Single,31,6422.463,454.3599,0
15055,Yes,2.University,Single,52,13055.696,391.43,0
78286,Yes,2.University,Married,35,20369.415,20369.415,0
27099,Yes,1.High School,Single,29,940.3353,0,1
153561,Yes,3.Graduate School,Single,35,637.1276,336.3287,0
33121,Yes,2.University,Married,35,13871.677,740.706,0
63231,Yes,3.Graduate School,Single,28,1125.5118,1125.5118,0
60220,Yes,3.Graduate School,Married,35,1282.9871,1282.9871,0
108396,Yes,2.University,Single,53,4578.5266,4578.5266,0
78286,No,3.Graduate School,Single,44,95.1476,95.1476,0
6022,No,2.University,Married,33,2870.9885,353.4914,0
36132,Yes,2.University,Married,32,34960.721,1655.4478,0
15055,Yes,3.Graduate School,Single,33,1559.698,11.7429,0
18066,Yes,3.Graduate School,Single,26,6520.9227,0,1
60220,No,3.Graduate School,Single,26,4866.9804,4866.9804,0
6022,No,2.University,Single,26,379.6871,379.6871,0
15055,Yes,3.Graduate School,Married,32,14821.0453,752.75,0
69253,No,3.Graduate School,Single,29,13417.9193,1505.5,0
15055,No,2.University,Married,27,904.2033,657.6024,0
30110,Yes,3.Graduate School,Single,28,24537.5423,1141.169,0
69253,Yes,2.University,Married,32,22138.6786,791.893,0
69253,Yes,3.Graduate School,Married,35,57.5101,57.5101,0
24088,No,2.University,Single,29,3699.6157,386.6124,0
18066,Yes,2.University,Single,29,17413.5163,1505.5,0
9033,Yes,2.University,Single,51,7973.128,541.98,0
21077,No,3.Graduate School,Single,27,82.2003,82.2003,0
15055,Yes,3.Graduate School,Married,34,14548.2487,698.552,0
30110,Yes,2.University,Married,30,22387.3872,843.08,0
15055,Yes,3.Graduate School,Single,22,2875.2039,413.1092,0
30110,Yes,3.Graduate School,Single,48,5404.4439,952.6804,0
63231,Yes,2.University,Married,35,10765.5294,602.2,0
120440,No,3.Graduate School,Single,37,3822.4645,3822.4645,0
90330,Yes,3.Graduate School,Married,36,7527.8011,515.7843,0
24088,Yes,2.University,Single,23,2064.9438,2064.9438,0
6022,Yes,1.High School,Single,36,5682.6603,722.64,0
57209,Yes,3.Graduate School,Single,26,9674.0419,526.925,0
210770,Yes,3.Graduate School,Married,39,30816.0795,1505.5,0
90330,Yes,1.High School,Married,29,6423.3663,602.2,0
36132,No,1.High School,Married,33,20295.6455,903.3,0
84308,Yes,2.University,Married,39,68940.7593,6112.33,0
21077,No,1.High School,Married,51,15471.7224,0,1
6022,Yes,1.High School,Single,24,152.6577,152.6577,0
45165,Yes,2.University,Married,45,784.3655,784.3655,0
18066,No,3.Graduate School,Single,30,1239.3276,1239.3276,0
15055,Yes,2.University,Single,24,14477.4902,602.2,0
45165,No,2.University,Married,50,17540.5805,1531.0935,0
12044,No,3.Graduate School,Single,27,3453.9181,602.2,0
51187,Yes,2.University,Single,33,2120.3462,2120.3462,0
15055,Yes,2.University,Married,24,7940.6092,0,1
3011,No,2.University,Single,37,2456.3738,351.3837,0
60220,Yes,2.University,Married,58,60100.1622,60100.1622,0
15055,Yes,2.University,Married,48,1413.9656,710.596,0
96352,No,3.Graduate School,Single,28,1046.9247,602.2,0
141517,Yes,2.University,Married,27,18693.4924,903.6011,0
6022,Yes,3.Graduate School,Single,23,5115.0868,602.2,0
24088,Yes,2.University,Single,23,7177.3207,481.76,0
33121,Yes,2.University,Married,55,4854.6353,481.76,0
126462,No,2.University,Married,34,24022.6613,9033,0
24088,Yes,2.University,Single,22,23925.1049,602.2,0
105385,Yes,2.University,Married,31,20642.5127,915.0429,0
150550,No,1.High School,Married,39,99986.5781,7527.5,0
147539,Yes,3.Graduate School,Married,38,1426.6118,1426.6118,0
24088,Yes,1.High School,Married,57,218.5986,0,1
12044,Yes,2.University,Single,23,6445.3466,602.2,0
42154,Yes,2.University,Single,23,13291.7584,632.31,0
15055,Yes,1.High School,Single,49,2029.7151,602.2,0
9033,Yes,2.University,Single,25,7909.5959,401.3663,0
12044,Yes,3.Graduate School,Single,29,8859.8675,1023.74,0
30110,Yes,1.High School,Married,43,15531.3402,662.42,0
78286,No,3.Graduate School,Married,41,859.0383,859.0383,0
9033,Yes,1.High School,Single,52,737.695,0,1
60220,No,3.Graduate School,Single,32,13416.1127,523.6129,0
9033,Yes,2.University,Married,46,8693.9614,446.8324,0
42154,Yes,2.University,Married,39,27200.4707,903.3,0
24088,Yes,1.High School,Married,40,11165.3902,602.2,0
150550,Yes,1.High School,Married,38,2514.4861,2514.4861,0
54198,No,3.Graduate School,Married,45,996.641,996.641,0
45165,No,3.Graduate School,Single,33,15133.8882,1806.6,0
84308,Yes,2.University,Single,27,1557.8914,1557.8914,0
15055,Yes,2.University,Married,43,7401.038,541.98,0
6022,Yes,2.University,Married,43,4919.974,391.43,0
69253,Yes,3.Graduate School,Single,38,68443.3421,2634.625,0
15055,No,1.High School,Single,57,14589.8005,598.5868,0
21077,Yes,2.University,Single,23,15598.1844,903.3,0
93341,No,3.Graduate School,Single,30,496.2128,391.43,0
54198,Yes,2.University,Married,30,4057.6236,4057.6236,0
27099,Yes,2.University,Single,24,6856.3481,437.7994,0
117429,No,2.University,Single,28,42091.9734,2422.6506,0
45165,Yes,1.High School,Married,34,101.4707,101.4707,0
120440,No,2.University,Single,37,4536.3726,909.0209,0
24088,Yes,2.University,Married,32,7736.7645,379.0849,0
96352,No,3.Graduate School,Single,27,60088.4193,1821.0528,0
60220,No,3.Graduate School,Single,31,30.11,30.11,0
51187,Yes,3.Graduate School,Single,28,40316.3867,1686.16,0
60220,No,3.Graduate School,Married,36,3461.4456,3461.4456,0
66242,No,2.University,Single,25,46939.3823,3011,0
24088,Yes,2.University,Single,40,17655.6007,662.42,0
15055,No,3.Graduate School,Single,30,1551.2672,692.53,0
36132,Yes,2.University,Single,26,3733.3389,451.65,0
15055,No,3.Graduate School,Single,27,2973.6636,903.3,0
108396,Yes,3.Graduate School,Single,27,8267.0016,8267.0016,0
150550,No,3.Graduate School,Single,32,116799.701,7532.3176,0
42154,Yes,1.High School,Married,46,21068.5692,903.3,0
9033,No,1.High School,Married,45,7239.9495,2378.69,0
21077,No,1.High School,Married,30,6205.9721,407.0872,0
105385,No,3.Graduate School,Married,48,14446.1758,628.3957,0
27099,Yes,3.Graduate School,Single,23,7530.8121,1806.6,0
15055,Yes,3.Graduate School,Single,24,8521.13,541.98,0
33121,No,3.Graduate School,Married,40,3934.1726,1499.478,0
6022,Yes,3.Graduate School,Single,24,239.6756,239.6756,0
9033,Yes,2.University,Single,24,8554.8532,532.0437,0
54198,No,3.Graduate School,Single,27,4422.5568,1053.85,0
6022,No,2.University,Married,46,2037.5437,337.8342,0
54198,Yes,3.Graduate School,Single,36,6382.4167,6382.4167,0
60220,No,3.Graduate School,Married,34,1206.2066,1206.2066,0
78286,Yes,2.University,Single,24,18182.2246,752.75,0
96352,No,3.Graduate School,Married,60,1043.3115,1043.3115,0
9033,No,2.University,Single,32,2729.4715,451.65,0
15055,Yes,2.University,Married,36,5312.9095,395.6454,0
15055,No,2.University,Single,30,1955.6445,602.2,0
27099,Yes,2.University,Single,29,15682.4924,3011,0
72264,No,3.Graduate School,Single,34,1800.2769,0,1
54198,Yes,2.University,Married,32,4519.2099,0,1
60220,Yes,2.University,Married,32,3068.209,3068.209,0
15055,Yes,3.Graduate School,Single,25,10426.7919,572.09,0
15055,No,2.University,Married,44,379.6871,379.6871,0
24088,Yes,2.University,Single,24,361.32,0,1
15055,Yes,2.University,Single,23,1187.5384,1187.5384,0
108396,Yes,3.Graduate School,Single,29,2461.1914,301.1,0
72264,Yes,2.University,Married,37,65356.1638,2448.2441,0
15055,No,2.University,Married,59,14597.0269,653.0859,0
141517,No,2.University,Single,33,54561.4277,12047.6132,0
48176,Yes,1.High School,Married,51,301.1,0,1
9033,No,3.Graduate School,Married,27,4060.0324,605.5121,0
150550,Yes,1.High School,Single,42,7872.5606,7872.5606,0
54198,No,2.University,Single,39,849.7042,849.7042,0
33121,Yes,2.University,Married,46,647.6661,647.6661,0
48176,No,3.Graduate School,Married,41,3378.9442,3378.9442,0
63231,Yes,2.University,Single,30,6315.2714,398.9575,0
60220,Yes,3.Graduate School,Married,34,2024.2953,337.232,0
105385,No,3.Graduate School,Single,35,10153.092,10153.092,0
9033,No,2.University,Single,47,119.2356,119.2356,0
60220,No,2.University,Single,31,10803.1669,903.3,0
9033,No,2.University,Single,30,8633.1392,481.76,0
15055,No,2.University,Single,24,3664.6881,911.4297,0
150550,No,3.Graduate School,Married,36,88198.212,6024.1077,0
66242,Yes,3.Graduate School,Married,36,1235.1122,1235.1122,0
54198,Yes,2.University,Married,32,9234.737,602.2,0
90330,No,3.Graduate School,Married,42,18618.2174,6316.7769,0
54198,Yes,1.High School,Married,39,3820.6579,815.981,0
42154,No,2.University,Married,30,38335.7509,1505.5,0
6022,No,2.University,Single,25,2271.1973,602.2,0
54198,No,2.University,Single,26,1992.9809,339.0386,0
45165,Yes,1.High School,Married,54,43729.0541,1656.05,0
21077,Yes,3.Graduate School,Single,24,19646.1728,903.3,0
150550,No,3.Graduate School,Single,36,24468.5904,24468.5904,0
18066,No,1.High School,Married,49,12509.1995,903.3,0
78286,Yes,2.University,Married,33,40827.0523,1826.7737,0
108396,Yes,2.University,Single,25,87526.759,3249.4712,0
78286,Yes,3.Graduate School,Married,44,257.7416,0,1
24088,Yes,2.University,Single,27,17659.2139,662.42,0
108396,Yes,3.Graduate School,Single,25,51014.1686,2108.9044,0
42154,No,3.Graduate School,Married,45,12284.5789,481.76,0
36132,No,2.University,Single,25,33156.8309,0,1
30110,No,2.University,Married,29,28863.446,999.652,0
60220,Yes,2.University,Married,28,26132.469,1505.5,0
45165,Yes,1.High School,Single,30,2909.8304,2909.8304,0
42154,No,3.Graduate School,Single,29,1550.665,609.4264,0
51187,Yes,2.University,Married,37,50934.9793,2017.37,0
9033,No,2.University,Single,34,7416.9963,1656.05,0
84308,No,3.Graduate School,Single,31,51356.8204,2659.6163,0
123451,Yes,3.Graduate School,Married,31,614.5451,614.5451,0
135495,No,3.Graduate School,Single,38,16051.9421,9130.2553,0
24088,No,2.University,Single,36,15709.5914,602.2,0
108396,No,3.Graduate School,Married,46,22956.7673,3048.6375,0
39143,Yes,3.Graduate School,Married,36,32238.777,1505.5,0
42154,Yes,1.High School,Single,57,40372.3913,2030.3173,0
45165,Yes,2.University,Single,25,38034.0487,1505.5,0
63231,Yes,1.High School,Married,37,32854.5265,1505.5,0
60220,Yes,3.Graduate School,Married,35,3303.3681,367.0409,0
93341,No,2.University,Single,33,1218.8528,1218.8528,0
54198,No,3.Graduate School,Married,38,45233.3497,2109.2055,0
90330,No,2.University,Single,31,10741.4414,481.76,0
135495,Yes,3.Graduate School,Single,41,22607.4913,22607.4913,0
60220,No,3.Graduate School,Single,33,1043.3115,1043.3115,0
120440,Yes,3.Graduate School,Married,40,1171.5801,1171.5801,0
51187,No,3.Graduate School,Single,33,331.21,331.21,0
42154,Yes,3.Graduate School,Single,31,98.1586,0,1
60220,Yes,2.University,Single,35,19741.6215,903.3,0
18066,No,2.University,Single,27,12760.9191,0,1
45165,No,3.Graduate School,Single,23,25104.5136,23490.6176,0
54198,No,1.High School,Married,54,41328.986,1455.5174,0
15055,Yes,1.High School,Single,23,10057.6433,602.2,0
69253,Yes,2.University,Single,52,1187.2373,1187.2373,0
33121,Yes,2.University,Married,42,15932.4054,631.1056,0
9033,Yes,3.Graduate School,Single,23,7471.7965,752.75,0
66242,No,1.High School,Married,30,51365.2512,3011,0
42154,Yes,1.High School,Single,24,13772.0129,1150.5031,0
30110,No,2.University,Married,49,9305.7966,605.5121,0
33121,No,2.University,Single,31,84.0069,0,1
81297,Yes,1.High School,Single,33,3011,3011,0
9033,No,3.Graduate School,Married,42,5144.2935,459.1775,0
6022,No,2.University,Single,23,5012.7128,451.65,0
57209,Yes,3.Graduate School,Single,33,32560.0507,0,1
6022,Yes,2.University,Married,29,4213.8945,602.2,0
24088,Yes,1.High School,Married,67,5686.2735,1806.6,0
18066,Yes,1.High School,Married,34,3390.6871,451.65,0
15055,No,2.University,Married,49,2636.1305,453.7577,0
90330,No,3.Graduate School,Married,42,26983.9798,1273.3519,0
81297,Yes,2.University,Married,25,72113.1489,71994.2144,0
30110,No,1.High School,Single,30,21771.9388,1256.1892,0
72264,No,2.University,Single,43,87.6201,87.6201,0
60220,No,3.Graduate School,Single,40,228.836,228.836,0
33121,Yes,3.Graduate School,Single,35,10943.1784,1354.95,0
69253,No,3.Graduate School,Married,61,1113.7689,1113.7689,0
45165,Yes,2.University,Married,44,1536.8144,1536.8144,0
105385,No,3.Graduate School,Single,33,2437.4045,2437.4045,0
45165,Yes,2.University,Single,40,1172.4834,1172.4834,0
30110,No,1.High School,Single,47,28643.643,1170.9779,0
150550,No,3.Graduate School,Single,27,60716.2128,2238.3774,0
150550,No,3.Graduate School,Single,35,21080.3121,17692.9371,0
54198,Yes,1.High School,Married,47,95.1476,95.1476,0
120440,Yes,1.High School,Married,39,1053.85,1053.85,0
30110,Yes,2.University,Single,29,14922.516,574.4988,0
3011,No,2.University,Married,32,2453.3628,0,1
18066,Yes,3.Graduate School,Single,30,10205.7845,0,1
15055,Yes,3.Graduate School,Single,25,14455.2088,602.2,0
24088,Yes,2.University,Single,23,17611.0379,645.8595,0
123451,Yes,2.University,Married,41,109499.8326,4396.06,0
9033,Yes,1.High School,Married,35,7977.9456,451.65,0
93341,Yes,3.Graduate School,Single,28,11329.7908,752.75,0
21077,Yes,2.University,Single,38,7107.7666,420.6367,0
75275,No,3.Graduate School,Single,31,59765.339,2061.0295,0
63231,No,1.High School,Married,29,58425.444,0,1
15055,No,2.University,Single,31,13573.2869,0,1
201737,No,3.Graduate School,Single,29,73230.2299,3011,0
39143,No,3.Graduate School,Single,26,9718.9058,9718.9058,0
33121,No,3.Graduate School,Married,50,11505.031,602.2,0
63231,Yes,1.High School,Single,46,1679.8369,3.9143,0
9033,Yes,2.University,Single,24,8128.4956,1042.4082,0
78286,Yes,2.University,Married,46,5888.3116,883.4274,0
45165,Yes,1.High School,Single,28,690.1212,690.1212,0
114418,Yes,3.Graduate School,Married,40,16397.0027,14782.2034,0
36132,Yes,2.University,Married,47,756.3632,756.3632,0
24088,No,2.University,Married,54,23926.3093,1204.4,0
33121,No,2.University,Single,29,25701.896,1174.29,0
15055,Yes,1.High School,Married,44,46.6705,46.6705,0
27099,Yes,2.University,Married,24,24041.9317,1507.3066,0
33121,No,3.Graduate School,Single,33,26597.3674,24089.2044,0
15055,No,1.High School,Married,54,11947.9491,602.2,0
45165,Yes,2.University,Single,37,24844.6643,1008.0828,0
6022,No,3.Graduate School,Single,24,5424.6176,6.022,0
36132,Yes,2.University,Married,34,270.3878,270.3878,0
60220,Yes,2.University,Single,40,53083.0267,2408.8,0
15055,No,2.University,Single,26,14943.2919,774.1281,0
60220,Yes,2.University,Married,41,5530.3037,417.0235,0
30110,Yes,2.University,Single,29,25676.6036,3011,0
150550,Yes,3.Graduate School,Single,35,4245.51,4245.51,0
108396,Yes,2.University,Married,52,722.9411,722.9411,0
15055,Yes,2.University,Married,36,14791.5375,1415.17,0
6022,No,2.University,Single,28,4732.6898,150.55,0
15055,No,2.University,Married,41,6149.6664,512.7733,0
39143,Yes,1.High School,Married,44,33198.0816,1354.95,0
69253,Yes,1.High School,Single,47,36690.5405,3011,0
9033,Yes,3.Graduate School,Single,25,6157.1939,903.3,0
60220,Yes,3.Graduate School,Married,39,2100.7747,1127.9206,0
30110,Yes,2.University,Married,35,28684.2915,1385.06,0
72264,No,2.University,Married,32,40932.1362,3131.44,0
21077,Yes,3.Graduate School,Single,31,722.64,0,1
108396,No,3.Graduate School,Single,33,18232.5083,0,1
15055,No,2.University,Married,52,461.2852,0,1
63231,Yes,2.University,Married,36,177.649,177.649,0
84308,No,3.Graduate School,Single,30,56580.6043,301.1,0
54198,Yes,2.University,Single,42,15602.3998,752.75,0
45165,Yes,3.Graduate School,Single,30,1630.7576,301.1,0
6022,No,1.High School,Married,47,5762.1507,0,1
105385,Yes,2.University,Married,29,1771.0702,1771.0702,0
39143,Yes,3.Graduate School,Single,23,794.904,794.904,0
69253,Yes,2.University,Married,44,504.9447,504.9447,0
63231,Yes,2.University,Married,39,10373.1961,4215.4,0
60220,No,3.Graduate School,Single,52,34197.7336,1661.1687,0
15055,Yes,1.High School,Married,59,10986.5368,604.9099,0
24088,Yes,3.Graduate School,Single,23,2013.4557,2013.4557,0
9033,Yes,1.High School,Single,48,1026.751,602.2,0
42154,Yes,3.Graduate School,Single,28,4099.1754,1445.28,0
24088,No,1.High School,Married,62,494.4062,494.4062,0
66242,Yes,1.High School,Married,38,1038.795,1038.795,0
54198,Yes,3.Graduate School,Single,32,200.5326,200.5326,0
42154,Yes,2.University,Married,29,27722.5781,6072.2837,0
54198,No,2.University,Single,25,3868.2317,903.3,0
15055,Yes,2.University,Single,35,4725.4634,511.87,0
51187,Yes,2.University,Single,27,23642.372,882.8252,0
15055,No,2.University,Single,24,6268.2998,451.65,0
27099,Yes,2.University,Married,55,25194.2414,1205.3033,0
60220,Yes,3.Graduate School,Single,29,58240.2675,3613.2,0
138506,No,3.Graduate School,Single,29,116042.1334,4844.0968,0
3011,No,2.University,Single,23,1251.9738,332.4144,0
6022,No,2.University,Married,30,853.6185,853.6185,0
15055,Yes,2.University,Married,50,555.8306,555.8306,0
144528,Yes,2.University,Married,38,22913.4089,9033,0
54198,Yes,3.Graduate School,Single,24,52551.5852,2408.8,0
72264,Yes,3.Graduate School,Single,29,699.1542,602.2,0
75275,No,3.Graduate School,Single,38,990.9201,990.9201,0
81297,Yes,2.University,Single,34,1016.5136,1016.5136,0
60220,No,3.Graduate School,Married,37,3356.6628,3356.6628,0
48176,Yes,3.Graduate School,Married,39,200.5326,200.5326,0
39143,No,2.University,Married,44,6971.6694,0,1
102374,Yes,1.High School,Single,44,43697.1375,2107.7,0
108396,No,3.Graduate School,Married,36,118.6334,118.6334,0
36132,Yes,1.High School,Married,40,32680.7918,1505.5,0
36132,No,3.Graduate School,Single,29,9418.7091,602.2,0
90330,Yes,3.Graduate School,Single,48,70786.5023,3012.5055,0
63231,Yes,2.University,Married,50,32895.4761,1215.5407,0
63231,Yes,2.University,Married,29,37235.2304,1531.9968,0
21077,Yes,1.High School,Married,49,6560.969,421.54,0
60220,No,2.University,Married,33,3172.6907,3017.9253,0
69253,Yes,2.University,Married,51,16246.1516,903.3,0
6022,No,1.High School,Married,23,5816.0476,5816.0476,0
48176,Yes,1.High School,Single,26,117.429,117.429,0
87319,Yes,3.Graduate School,Married,30,395.0432,395.0432,0
24088,Yes,1.High School,Married,26,19319.1782,602.2,0
108396,No,3.Graduate School,Single,43,640.7408,640.7408,0
69253,No,3.Graduate School,Single,32,50022.9474,2205.8586,0
15055,Yes,3.Graduate School,Single,22,2887.8501,361.32,0
9033,Yes,3.Graduate School,Single,24,445.3269,445.3269,0
45165,Yes,2.University,Married,42,683.497,683.497,0
150550,Yes,2.University,Married,50,26127.0492,26127.0492,0
27099,Yes,2.University,Married,23,4287.9651,752.75,0
204748,No,3.Graduate School,Single,37,4844.0968,812.97,0
15055,No,3.Graduate School,Married,47,14444.9714,903.3,0
30110,Yes,2.University,Married,40,98.1586,98.1586,0
9033,No,2.University,Single,54,7457.3437,511.87,0
15055,No,2.University,Single,27,3993.1882,1248.3606,0
18066,No,3.Graduate School,Married,33,2277.8215,2277.8215,0
24088,Yes,2.University,Married,35,2949.5756,2949.5756,0
150550,No,3.Graduate School,Married,45,28.3034,28.3034,0
21077,Yes,1.High School,Married,32,5218.063,0,1
3011,No,1.High School,Single,35,2685.2098,353.4914,0
27099,No,3.Graduate School,Single,26,30.11,30.11,0
51187,No,3.Graduate School,Married,39,24109.9803,2107.7,0
54198,Yes,1.High School,Single,42,18444.1816,3011,0
105385,Yes,3.Graduate School,Married,52,722.64,0,1
81297,No,2.University,Single,35,66302.8222,2709.9,0
60220,Yes,3.Graduate School,Single,29,7700.3314,304.4121,0
6022,Yes,3.Graduate School,Single,22,4606.5289,481.76,0
30110,No,2.University,Single,30,14128.2142,903.3,0
87319,No,3.Graduate School,Married,46,60054.6961,3235.0184,0
21077,No,1.High School,Single,28,20266.4388,0,1
69253,No,3.Graduate School,Single,26,111.7081,111.7081,0
54198,Yes,3.Graduate School,Single,28,1315.5059,1315.5059,0
63231,No,3.Graduate School,Single,33,87.6201,87.6201,0
15055,No,3.Graduate School,Single,24,14696.0888,0,1
45165,No,3.Graduate School,Single,37,13364.6246,903.3,0
15055,No,2.University,Married,44,13858.7297,458.8764,0
45165,Yes,1.High School,Married,43,285.4428,285.4428,0
66242,No,2.University,Single,29,36986.8229,1507.9088,0
66242,Yes,2.University,Married,32,59478.0896,2167.92,0
21077,Yes,2.University,Single,34,7532.0165,451.65,0
36132,No,2.University,Single,37,5022.348,301.1,0
54198,Yes,2.University,Single,32,5150.9177,476.3402,0
111407,Yes,3.Graduate School,Married,53,2454.8683,2454.8683,0
6022,Yes,3.Graduate School,Single,26,2796.6168,322.7792,0
45165,No,2.University,Married,34,40690.654,1329.0554,0
6022,No,3.Graduate School,Single,26,125.2576,125.2576,0
144528,Yes,2.University,Married,54,1810.5143,1810.5143,0
15055,No,1.High School,Single,26,8024.0139,602.2,0
51187,No,2.University,Single,31,7711.4721,520.3008,0
60220,Yes,3.Graduate School,Single,31,12354.4341,912.6341,0
78286,No,1.High School,Married,34,3762.8467,636.5254,0
132484,Yes,2.University,Single,26,27238.1082,1057.7643,0
150550,No,2.University,Married,43,2450.954,457.0698,0
69253,Yes,2.University,Married,29,13521.7988,903.3,0
141517,No,2.University,Married,41,3686.0662,3686.0662,0
6022,Yes,1.High School,Married,48,5041.3173,812.97,0
63231,Yes,2.University,Single,24,33435.9506,1746.38,0
6022,Yes,1.High School,Married,53,4002.2212,481.76,0
60220,Yes,2.University,Married,34,228.2338,228.2338,0
75275,Yes,2.University,Single,36,8195.0387,8195.0387,0
90330,No,2.University,Single,41,9381.9749,443.2192,0
96352,Yes,3.Graduate School,Single,30,27205.5894,1510.6187,0
15055,No,2.University,Single,29,10929.0267,0,1
60220,Yes,2.University,Married,34,743.4159,743.4159,0
24088,Yes,3.Graduate School,Single,29,5408.6593,392.3333,0
21077,No,2.University,Married,37,2005.0249,0,1
18066,No,1.High School,Single,36,16662.5729,0,1
42154,No,2.University,Single,26,40759.0037,1857.4859,0
9033,No,2.University,Single,25,2464.5035,391.43,0
57209,No,2.University,Married,49,130.9785,130.9785,0
21077,Yes,3.Graduate School,Single,23,941.8408,941.8408,0
33121,Yes,2.University,Single,24,2592.471,799.1194,0
81297,No,1.High School,Married,47,50836.8207,1866.82,0
48176,No,2.University,Married,31,8151.9814,451.65,0
6022,No,2.University,Single,24,5525.185,0,1
96352,No,2.University,Single,32,7049.3532,903.3,0
129473,No,3.Graduate School,Single,31,11834.7355,3011,0
15055,Yes,3.Graduate School,Married,37,2308.8348,361.32,0
42154,No,2.University,Married,48,1509.1132,1509.1132,0
150550,No,2.University,Married,49,1920.4158,1920.4158,0
24088,No,1.High School,Married,45,7960.1807,448.639,0
117429,Yes,3.Graduate School,Single,31,1886.6926,1886.6926,0
30110,Yes,3.Graduate School,Married,35,17710.0998,642.5474,0
108396,Yes,3.Graduate School,Married,42,56293.9571,3012.5055,0
