LIMIT_BAL;CHECKING_ACCOUNT;EDUCATION;MARRIAGE;AGE;BILL_AMT;PAY_AMT1;DEFAULT_AMT
15055;Yes;3.Graduate School;Single;26;13373,6576;1806,6;0
24088;No;2.University;Married;33;22951,6486;710,2949;0
6022;Yes;2.University;Married;50;5455,6309;395,9465;0
15055;No;2.University;Married;37;8693,0581;602,2;0
15055;No;3.Graduate School;Single;29;4207,8725;0;1
84308;No;2.University;Married;46;58560,6379;3041,4111;0
69253;No;2.University;Married;51;25315,2836;892,7615;0
69253;No;2.University;Single;30;13754,5491;2408,8;0
24088;Yes;1.High School;Married;37;18731,1299;1511,8231;0
9033;Yes;1.High School;Single;22;8850,2323;8850,2323;0
102374;Yes;3.Graduate School;Single;34;12781,3939;12781,3939;0
75275;Yes;2.University;Married;40;885,8362;885,8362;0
60220;No;3.Graduate School;Married;52;280,6252;280,6252;0
45165;No;3.Graduate School;Single;39;44872,933;2115,8297;0
66242;Yes;2.University;Married;41;27102,9143;1354,95;0
12044;No;3.Graduate School;Married;28;3581,5845;772,9237;0
60220;Yes;2.University;Single;30;54970,6226;2114,3242;0
156572;Yes;3.Graduate School;Single;35;17080,8008;2107,7;0
9033;Yes;2.University;Married;22;5182,8343;602,8022;0
6022;No;2.University;Single;28;5370,1185;396,8498;0
15055;No;2.University;Single;40;3890,5131;366,7398;0
90330;Yes;1.High School;Single;29;44476,9865;2394,0461;0
150550;Yes;3.Graduate School;Single;36;1228,1869;1228,1869;0
147539;Yes;2.University;Single;27;57736,5272;1508,8121;0
60220;No;3.Graduate School;Single;27;248,4075;248,4075;0
12044;Yes;3.Graduate School;Single;23;6235,4799;451,65;0
45165;Yes;3.Graduate School;Single;28;822,003;822,003;0
15055;No;3.Graduate School;Married;29;14961,659;692,53;0
15055;Yes;1.High School;Married;42;14502,1804;1204,4;0
39143;Yes;2.University;Single;25;117,429;117,429;0
21077;Yes;3.Graduate School;Single;27;47,2727;47,2727;0
9033;Yes;3.Graduate School;Married;30;8893,5907;606,1143;0
15055;No;3.Graduate School;Single;28;6146,3543;603,7055;0
24088;No;3.Graduate School;Married;45;443,5203;443,5203;0
66242;Yes;3.Graduate School;Single;30;22467,4798;1567,5266;0
36132;Yes;2.University;Single;24;3673,42;421,54;0
30110;Yes;1.High School;Married;59;2179,964;2179,964;0
72264;No;2.University;Married;37;1701,8172;1701,8172;0
18066;No;3.Graduate School;Single;28;1593,7223;1593,7223;0
78286;Yes;2.University;Married;34;647,0639;647,0639;0
9033;Yes;1.High School;Married;56;5589,6204;451,65;0
132484;Yes;1.High School;Married;40;17433,9911;1505,5;0
108396;Yes;2.University;Single;30;39942,4205;1505,5;0
15055;Yes;3.Graduate School;Single;26;10269,0155;8731,9;0
81297;No;3.Graduate School;Married;50;95,1476;95,1476;0
60220;No;1.High School;Single;26;2515,6905;2515,6905;0
15055;Yes;2.University;Married;36;12816,0204;903,3;0
63231;Yes;3.Graduate School;Single;33;684,4003;392,3333;0
15055;Yes;2.University;Single;27;13568,7704;0;1
15055;No;2.University;Single;24;6091,5541;399,8608;0
132484;No;3.Graduate School;Single;29;7078,5599;376,0739;0
18066;Yes;3.Graduate School;Single;28;12851,5502;0;1
21077;Yes;2.University;Married;41;2649,0778;903,3;0
87319;Yes;2.University;Single;25;20070,7238;752,75;0
42154;No;2.University;Single;29;146,6357;146,6357;0
93341;Yes;2.University;Single;33;34789,094;1973,7105;0
135495;Yes;3.Graduate School;Single;36;3078,1453;3078,1453;0
108396;No;3.Graduate School;Married;34;381,4937;381,4937;0
165605;Yes;2.University;Married;34;114442,6902;4516,5;0
42154;No;2.University;Married;37;1598,5399;1598,5399;0
15055;No;3.Graduate School;Single;33;5353,2569;602,2;0
18066;No;2.University;Married;39;14916,7951;640,7408;0
42154;No;3.Graduate School;Single;28;1301,9564;1301,9564;0
6022;Yes;2.University;Married;50;2916,4546;602,2;0
30110;Yes;2.University;Married;24;19535,368;903,3;0
30110;Yes;1.High School;Married;24;141,517;141,517;0
48176;Yes;1.High School;Single;41;8747,5572;903,3;0
30110;Yes;1.High School;Married;40;14574,4444;627,4924;0
27099;No;3.Graduate School;Married;35;5654,658;933,41;0
24088;No;2.University;Single;23;3745,0818;1204,4;0
66242;Yes;2.University;Married;28;66233,8703;2515,6905;0
78286;Yes;3.Graduate School;Married;39;1134,5448;1134,5448;0
9033;No;1.High School;Married;45;7369,7236;0;1
24088;No;2.University;Single;39;15435,8915;906,9132;0
6022;Yes;2.University;Single;31;1674,4171;310,7352;0
42154;No;3.Graduate School;Married;41;6782,2775;903,3;0
27099;No;2.University;Married;39;6610,9516;504,6436;0
45165;Yes;2.University;Single;23;17970,8524;846,6932;0
75275;No;1.High School;Married;28;27248,6467;1173,9889;0
15055;No;2.University;Married;28;8823,1333;3037,1957;0
30110;No;2.University;Married;31;301,1;0;1
150550;No;3.Graduate School;Married;46;5656,1635;5656,1635;0
12044;Yes;3.Graduate School;Single;27;11713,9944;2420,844;0
24088;Yes;2.University;Married;35;23884,4564;2107,7;0
30110;No;3.Graduate School;Married;35;13901,1848;520,903;0
54198;No;3.Graduate School;Single;29;960,8101;960,8101;0
27099;Yes;1.High School;Married;53;26598,5718;1204,4;0
3011;Yes;2.University;Single;23;822,3041;822,3041;0
24088;No;1.High School;Married;57;2979,3845;782,86;0
27099;No;2.University;Single;33;19097,5686;903,3;0
24088;Yes;2.University;Married;46;707,585;707,585;0
144528;No;2.University;Married;39;118788,4665;6049,4001;0
21077;No;3.Graduate School;Single;27;1186,9362;0;1
60220;Yes;3.Graduate School;Single;39;38460,7074;1871,6376;0
54198;Yes;3.Graduate School;Single;35;20183,6363;1505,5;0
57209;No;1.High School;Married;37;53853,8427;2414,5209;0
6022;Yes;2.University;Married;24;5488,1497;0;1
150550;Yes;3.Graduate School;Single;37;5771,7859;5771,7859;0
15055;No;1.High School;Single;42;594,3714;594,3714;0
3011;Yes;1.High School;Married;56;2953,1888;785,5699;0
21077;No;2.University;Married;48;2290,1666;357,7068;0
75275;Yes;2.University;Married;32;5018,1326;2609,3326;0
3011;No;1.High School;Married;51;1810,2132;752,75;0
42154;Yes;1.High School;Married;28;8353,1162;1505,5;0
63231;No;2.University;Married;38;87,6201;87,6201;0
21077;Yes;2.University;Single;26;14493,1474;0;1
6022;No;2.University;Married;47;4520,7154;378,4827;0
66242;No;3.Graduate School;Single;31;1142,9756;1142,9756;0
24088;No;3.Graduate School;Married;28;17691,4316;1204,4;0
63231;No;1.High School;Single;66;41193,1899;1960,161;0
24088;No;2.University;Single;27;23685,4293;1087,8743;0
15055;Yes;2.University;Married;37;13126,1534;1656,05;0
72264;No;3.Graduate School;Married;35;3583,3911;3583,3911;0
45165;Yes;2.University;Single;23;1452,5064;1452,5064;0
150550;No;3.Graduate School;Single;35;351,6848;351,6848;0
45165;Yes;2.University;Married;34;13866,8594;530,8393;0
9033;Yes;2.University;Single;31;7988,4841;0;1
141517;No;3.Graduate School;Married;57;25595,9088;1046,9247;0
60220;No;3.Graduate School;Married;59;8455,1891;511,87;0
141517;No;3.Graduate School;Single;35;65713,8706;2975,7713;0
93341;No;3.Graduate School;Single;32;25807,5821;20842,142;0
63231;Yes;3.Graduate School;Single;28;61583,983;2709,9;0
150550;Yes;2.University;Married;41;56367,7266;56367,7266;0
24088;Yes;2.University;Single;27;22622,8474;999,652;0
6022;No;1.High School;Single;38;3669,2046;421,54;0
45165;No;1.High School;Single;32;12072,0023;12072,0023;0
117429;Yes;1.High School;Married;46;2136,9067;2136,9067;0
63231;No;1.High School;Married;41;521,5052;521,5052;0
105385;Yes;3.Graduate School;Married;33;208,6623;208,6623;0
45165;Yes;3.Graduate School;Single;35;179,4556;179,4556;0
63231;Yes;2.University;Married;36;16717,6742;607,3187;0
30110;No;3.Graduate School;Married;55;9484,0478;602,2;0
87319;Yes;2.University;Married;48;9452,7334;9452,7334;0
102374;No;2.University;Married;35;12268,9217;602,2;0
36132;No;1.High School;Married;38;12607,057;598,5868;0
9033;Yes;2.University;Single;22;1670,2017;1670,2017;0
78286;Yes;3.Graduate School;Single;35;7604,5816;2884,8391;0
15055;No;2.University;Married;64;13477,8382;717,8224;0
126462;Yes;1.High School;Single;25;21388,6385;0;1
39143;Yes;2.University;Married;28;21532,8654;1204,4;0
81297;Yes;2.University;Married;30;17875,7048;1505,5;0
15055;No;1.High School;Single;30;2300,404;341,7485;0
6022;No;2.University;Married;34;5364,0965;391,43;0
42154;Yes;2.University;Married;34;41005,6046;2107,7;0
15055;No;1.High School;Single;41;8615,0732;0;1
150550;No;3.Graduate School;Single;37;3771,2775;2184,1794;0
66242;Yes;2.University;Married;34;4722,1513;4722,1513;0
9033;No;2.University;Married;34;7723,8172;526,925;0
72264;No;2.University;Single;26;50026,8617;2107,7;0
66242;No;1.High School;Married;41;10359,9477;10359,9477;0
6022;No;1.High School;Single;44;117,429;0;1
84308;Yes;2.University;Married;34;22843,5537;1053,85;0
30110;No;1.High School;Married;51;28228,7272;1143,8789;0
24088;No;2.University;Married;37;4922,3828;1619,0147;0
78286;Yes;1.High School;Single;30;2075,7834;2075,7834;0
45165;Yes;2.University;Married;31;32587,7519;1656,05;0
54198;Yes;2.University;Single;35;1262,8134;1262,8134;0
69253;Yes;2.University;Married;28;23842,9046;10839,6;0
150550;Yes;3.Graduate School;Single;27;22516,5591;1443,4734;0
54198;Yes;2.University;Single;31;98,1586;98,1586;0
9033;Yes;2.University;Single;24;316,155;0;1
33121;Yes;1.High School;Single;29;2083,612;335,4254;0
30110;Yes;2.University;Married;28;14708,735;1806,6;0
117429;No;3.Graduate School;Single;31;113191,3186;4523,7264;0
90330;Yes;1.High School;Married;37;1599,4432;573,5955;0
78286;Yes;3.Graduate School;Single;36;435,0895;435,0895;0
24088;Yes;2.University;Single;26;131,5807;131,5807;0
6022;No;1.High School;Married;47;5177,7156;937,6254;0
3011;Yes;2.University;Married;25;2411,2088;339,0386;0
45165;No;3.Graduate School;Single;26;108,396;108,396;0
108396;No;1.High School;Married;37;117,429;117,429;0
24088;Yes;2.University;Single;42;5392,701;371,8585;0
39143;Yes;3.Graduate School;Single;29;2831,2433;2831,2433;0
9033;No;3.Graduate School;Single;36;3102,8355;301,1;0
129473;Yes;2.University;Married;30;83428,788;3280,7856;0
6022;Yes;2.University;Single;23;5410,4659;482,3622;0
42154;Yes;2.University;Married;26;39746,4044;2107,7;0
60220;No;3.Graduate School;Single;32;2735,4935;2735,4935;0
24088;No;2.University;Married;28;19234,8702;0;1
15055;Yes;2.University;Single;23;3612,8989;364,6321;0
150550;No;3.Graduate School;Single;39;3781,5149;3781,5149;0
15055;No;3.Graduate School;Single;29;6904,8252;903,3;0
24088;No;2.University;Single;27;19235,1713;655,7958;0
15055;Yes;2.University;Married;44;13946,952;1505,5;0
15055;Yes;2.University;Single;23;4161,8042;604,6088;0
45165;No;3.Graduate School;Single;33;301,1;0;1
60220;Yes;3.Graduate School;Single;29;217,6953;217,6953;0
24088;No;3.Graduate School;Single;29;11037,1216;11037,1216;0
42154;Yes;2.University;Married;46;117,429;117,429;0
90330;Yes;3.Graduate School;Single;31;11751,6319;6027,4198;0
15055;Yes;2.University;Single;29;5966,8987;391,43;0
87319;Yes;2.University;Married;39;65311,601;5095,5153;0
30110;Yes;2.University;Married;38;3747,7917;0;1
66242;Yes;1.High School;Single;27;46317,3097;2107,7;0
6022;Yes;2.University;Married;47;465,8017;465,8017;0
15055;No;2.University;Single;30;234,858;234,858;0
27099;No;3.Graduate School;Single;29;8295,6061;963,52;0
24088;No;3.Graduate School;Single;31;1505,5;1505,5;0
15055;Yes;1.High School;Single;23;11965,714;903,3;0
6022;No;1.High School;Single;53;1170,6768;1170,6768;0
75275;Yes;3.Graduate School;Married;38;333,0166;333,0166;0
36132;Yes;2.University;Single;24;524,5162;524,5162;0
123451;No;2.University;Married;36;11485,1584;1526,8781;0
30110;Yes;2.University;Married;43;21366,6582;21366,6582;0
225825;Yes;2.University;Married;43;29997,9908;29997,9908;0
9033;No;2.University;Single;47;8699,6823;570,5845;0
24088;No;2.University;Single;33;4849,5166;1172,7845;0
129473;Yes;3.Graduate School;Single;31;1707,5381;1707,5381;0
144528;No;3.Graduate School;Married;44;95353,8535;4240,0902;0
45165;Yes;3.Graduate School;Married;37;5695,3065;751,8467;0
39143;No;3.Graduate School;Single;28;25050,3156;1204,4;0
84308;Yes;3.Graduate School;Married;34;3676,7321;2111,0121;0
12044;No;2.University;Married;45;11137,9901;1204,4;0
36132;Yes;3.Graduate School;Single;26;2159,4892;1737,6481;0
87319;No;3.Graduate School;Married;39;1070,4105;1070,4105;0
60220;No;3.Graduate School;Married;43;746,728;746,728;0
39143;Yes;2.University;Single;27;6461,0038;903,3;0
87319;Yes;2.University;Married;37;825,3151;451,65;0
54198;Yes;3.Graduate School;Single;29;924,377;924,377;0
42154;Yes;2.University;Married;37;176,4446;176,4446;0
105385;Yes;3.Graduate School;Married;41;4813,6857;4813,6857;0
12044;No;3.Graduate School;Single;26;6031,9363;602,2;0
24088;No;1.High School;Married;27;3438,562;451,65;0
150550;Yes;3.Graduate School;Married;45;721,1345;721,1345;0
9033;No;1.High School;Married;57;6724,1652;602,2;0
21077;Yes;2.University;Single;22;20553,9893;638,332;0
153561;No;3.Graduate School;Married;41;4952,1917;4952,1917;0
6022;Yes;2.University;Single;22;5838,0279;602,2;0
30110;Yes;2.University;Married;40;14541,3234;602,2;0
102374;Yes;2.University;Married;30;102130,4101;4516,5;0
84308;No;3.Graduate School;Married;42;6638,0506;6638,0506;0
150550;Yes;3.Graduate School;Single;32;11850,0916;11850,0916;0
69253;No;2.University;Single;34;46058,0626;1672,9116;0
75275;Yes;2.University;Married;26;189,9941;0;1
3011;No;2.University;Single;24;2062,2339;391,43;0
69253;No;3.Graduate School;Married;39;68572,8151;3372,32;0
21077;No;3.Graduate School;Single;29;19725,9643;2308,2326;0
42154;Yes;3.Graduate School;Married;39;1663,5775;1663,5775;0
36132;Yes;3.Graduate School;Single;28;597,9846;597,9846;0
6022;Yes;2.University;Single;25;3854,3811;602,2;0
36132;No;3.Graduate School;Single;28;12968,377;10538,5;0
24088;No;1.High School;Married;45;10776,0679;10776,0679;0
129473;Yes;3.Graduate School;Married;33;112,3103;112,3103;0
36132;Yes;3.Graduate School;Single;24;22884,8044;1114,07;0
24088;No;1.High School;Married;59;6352,3067;0;1
9033;No;2.University;Single;25;4910,6399;752,75;0
6022;No;2.University;Single;26;1778,2966;451,65;0
30110;Yes;1.High School;Single;46;24441,7925;903,3;0
66242;No;3.Graduate School;Single;35;49458,0838;2408,8;0
24088;Yes;3.Graduate School;Single;40;8401,2922;551,9163;0
24088;Yes;1.High School;Single;46;23577,9366;1007,1795;0
39143;No;2.University;Single;28;20855,3904;0;1
18066;Yes;2.University;Married;42;17440,6153;963,52;0
3011;No;2.University;Single;24;3,6132;0;1
15055;No;2.University;Single;32;10530,3703;903,3;0
15055;No;2.University;Married;48;12219,8424;1211,0242;0
9033;Yes;2.University;Single;24;5000,3677;602,2;0
66242;No;3.Graduate School;Married;42;2750,2474;1806,6;0
60220;Yes;3.Graduate School;Single;41;3150,7104;3150,7104;0
60220;No;2.University;Married;39;945,1529;945,1529;0
72264;Yes;3.Graduate School;Married;34;98,1586;0;1
150550;Yes;2.University;Single;28;262,8603;262,8603;0
6022;No;1.High School;Single;22;3333,177;386,0102;0
15055;No;3.Graduate School;Married;35;12430,3113;1225,1759;0
30110;Yes;2.University;Married;35;2015,5634;336,6298;0
18066;No;2.University;Single;28;11180,1441;2340,4503;0
36132;Yes;1.High School;Married;48;59,9189;0;1
39143;Yes;1.High School;Single;23;4690,5358;3011;0
15055;Yes;1.High School;Married;25;9129,9542;0;1
120440;Yes;3.Graduate School;Single;30;1632,5642;1632,5642;0
21077;No;1.High School;Single;53;3390,0849;450,7467;0
15055;No;1.High School;Single;28;8787,3024;541,98;0
72264;Yes;3.Graduate School;Married;54;19389,3345;1505,5;0
114418;No;3.Graduate School;Single;31;47845,6933;1806,6;0
15055;No;2.University;Single;24;1949,6225;451,65;0
15055;Yes;2.University;Single;33;4897,0904;1204,4;0
129473;Yes;3.Graduate School;Single;33;11403,5603;3011;0
18066;Yes;3.Graduate School;Single;26;6938,5484;1505,5;0
9033;Yes;2.University;Single;25;1325,1411;340,243;0
21077;Yes;3.Graduate School;Single;29;13310,1255;1234,51;0
39143;Yes;2.University;Single;28;2231,7532;2231,7532;0
15055;No;3.Graduate School;Married;50;13346,5586;457,9731;0
6022;Yes;1.High School;Single;38;1142,9756;1142,9756;0
15055;No;1.High School;Married;48;519,6986;519,6986;0
6022;No;1.High School;Single;28;3994,3926;481,76;0
33121;Yes;2.University;Single;32;422,4433;422,4433;0
27099;Yes;2.University;Single;24;14883,373;752,75;0
54198;Yes;3.Graduate School;Single;24;20097,5217;1204,4;0
15055;Yes;2.University;Single;28;13395,3368;525,7206;0
6022;Yes;3.Graduate School;Married;32;4327,4092;1806,6;0
51187;Yes;2.University;Married;39;35432,5447;2107,7;0
114418;No;3.Graduate School;Married;48;104531,3815;12044;0
9033;No;2.University;Single;39;734,9851;301,1;0
9033;Yes;2.University;Single;23;6208,3809;405,2806;0
18066;Yes;1.High School;Married;39;9371,1353;903,3;0
135495;Yes;3.Graduate School;Single;31;16406,939;16406,939;0
24088;Yes;2.University;Married;43;114,1169;114,1169;0
27099;Yes;3.Graduate School;Single;26;4701,9776;0;1
15055;No;2.University;Single;25;14793,9463;662,42;0
9033;No;1.High School;Married;49;8167,9397;451,65;0
15055;No;1.High School;Married;52;8881,8478;0;1
96352;Yes;3.Graduate School;Married;34;2254,6368;2254,6368;0
117429;Yes;3.Graduate School;Single;43;26283,6212;963,52;0
15055;Yes;2.University;Single;23;12352,0253;602,2;0
6022;No;2.University;Married;26;316,155;0;1
27099;No;2.University;Single;52;26354,0786;1055,3555;0
90330;No;1.High School;Single;51;5975,9317;5975,9317;0
60220;No;3.Graduate School;Married;34;583,5318;583,5318;0
15055;No;2.University;Single;24;6872,3064;1987,26;0
6022;No;2.University;Single;24;234,858;234,858;0
117429;No;3.Graduate School;Single;35;9909,201;9909,201;0
21077;No;2.University;Single;41;19173,7469;3011;0
90330;No;1.High School;Single;43;46802,3818;1753,3053;0
60220;Yes;3.Graduate School;Married;37;29487,9274;1270,642;0
24088;Yes;1.High School;Single;28;184,2732;184,2732;0
51187;Yes;3.Graduate School;Married;36;732,8774;732,8774;0
30110;No;2.University;Single;27;24686,8879;935,2166;0
9033;Yes;2.University;Single;22;2136,6056;2136,6056;0
96352;Yes;2.University;Married;36;20034,2907;874,3944;0
21077;Yes;2.University;Single;25;13406,4775;1204,4;0
39143;No;1.High School;Married;48;17213,2848;658,5057;0
15055;Yes;2.University;Single;27;2668,3482;60,22;0
15055;No;2.University;Married;33;4113,6282;368,2453;0
15055;No;2.University;Single;30;1364,8863;678,6794;0
48176;No;1.High School;Married;30;24909,7019;9,3341;0
135495;No;2.University;Married;46;579,9186;579,9186;0
114418;Yes;3.Graduate School;Married;33;32691,3303;1408,2447;0
9033;Yes;3.Graduate School;Single;29;3922,4297;302,9066;0
15055;No;2.University;Single;24;13897,2705;462,7907;0
66242;No;2.University;Single;30;467,3072;467,3072;0
15055;Yes;2.University;Married;32;117,429;117,429;0
24088;No;2.University;Married;26;19206,8679;831,9393;0
117429;No;3.Graduate School;Married;44;1411,5568;1411,5568;0
42154;No;2.University;Single;43;32118,6381;1216,1429;0
108396;Yes;2.University;Married;32;719,3279;719,3279;0
78286;No;3.Graduate School;Married;37;74979,3198;3011;0
54198;Yes;1.High School;Married;43;18146,3937;18146,3937;0
39143;No;3.Graduate School;Single;25;1843,6353;1843,6353;0
6022;Yes;1.High School;Married;42;5713,0714;451,65;0
66242;Yes;2.University;Married;35;30865,761;1053,85;0
6022;No;3.Graduate School;Single;25;2794,5091;406,1839;0
6022;No;2.University;Single;24;5553,7895;491,9974;0
72264;Yes;1.High School;Single;40;66934,2289;2469,02;0
144528;Yes;3.Graduate School;Married;50;3595,134;3595,134;0
15055;Yes;2.University;Married;29;8319,6941;602,2;0
36132;Yes;3.Graduate School;Single;34;32394,7468;1183,6241;0
69253;Yes;3.Graduate School;Married;27;31963,2705;1204,4;0
6022;No;2.University;Married;32;5304,7798;431,7774;0
15055;No;2.University;Single;27;7207,1296;376,9772;0
39143;Yes;3.Graduate School;Married;32;34904,1142;1505,5;0
18066;Yes;3.Graduate School;Single;30;12259,2865;120,44;0
78286;No;2.University;Single;44;11187,9727;508,2568;0
150550;No;2.University;Married;40;9528,3095;604,0066;0
81297;Yes;2.University;Married;34;22649,0431;903,3;0
60220;Yes;3.Graduate School;Married;31;1875,5519;1875,5519;0
39143;No;2.University;Married;42;315,5528;315,5528;0
21077;No;3.Graduate School;Single;28;3179,616;451,65;0
96352;Yes;2.University;Married;44;3746,8884;3746,8884;0
126462;Yes;3.Graduate School;Single;30;10964,8576;3011;0
72264;Yes;2.University;Married;49;5239,4411;5239,4411;0
114418;No;3.Graduate School;Single;33;23098,8865;3011;0
6022;Yes;2.University;Single;22;5481,5255;383,6014;0
15055;Yes;3.Graduate School;Single;42;11515,8706;1083,96;0
6022;No;1.High School;Single;23;117,429;0;1
6022;Yes;2.University;Single;31;5325,8568;481,76;0
72264;Yes;3.Graduate School;Single;28;60392,2292;2127,2715;0
27099;Yes;2.University;Single;23;5297,2523;0;1
15055;Yes;2.University;Married;56;8785,7969;468,5116;0
63231;Yes;2.University;Married;33;36471,0386;6022;0
18066;Yes;2.University;Single;25;14630,449;1505,5;0
15055;No;2.University;Married;53;4304,2245;993,63;0
15055;Yes;3.Graduate School;Single;26;587,145;587,145;0
27099;Yes;2.University;Single;26;6936,1396;462,4896;0
75275;No;3.Graduate School;Married;31;5327,6634;2671,6603;0
87319;No;1.High School;Married;47;65453,7202;1544,643;0
72264;No;2.University;Single;35;5631,4733;5631,4733;0
102374;No;3.Graduate School;Single;36;4917,5652;1505,5;0
87319;Yes;3.Graduate School;Single;48;10935,0487;424,8521;0
15055;Yes;2.University;Single;25;14858,3817;509,4612;0
93341;Yes;2.University;Married;41;2177,8563;2177,8563;0
3011;No;2.University;Single;22;2386,5186;366,1376;0
78286;Yes;3.Graduate School;Single;31;56499,0062;2679,79;0
54198;Yes;1.High School;Single;26;19943,0574;888,245;0
24088;Yes;3.Graduate School;Married;30;20253,4915;993,63;0
135495;Yes;2.University;Married;44;3689,6794;2408,8;0
150550;No;3.Graduate School;Married;39;6425,474;379,6871;0
63231;Yes;3.Graduate School;Married;34;45182,1627;1656,05;0
90330;No;1.High School;Single;64;351,6848;351,6848;0
72264;No;3.Graduate School;Married;47;40641,2736;150,55;0
15055;Yes;2.University;Single;56;9422,9245;691,0245;0
6022;No;2.University;Single;22;5159,9507;0;1
33121;Yes;2.University;Single;23;754,8577;301,1;0
66242;No;1.High School;Single;33;146,6357;146,6357;0
15055;Yes;2.University;Single;43;3486,1358;693,4333;0
18066;No;2.University;Single;26;11223,2014;448,9401;0
6022;Yes;3.Graduate School;Single;23;3841,7349;1053,85;0
51187;No;2.University;Single;39;2425,0594;2425,0594;0
9033;Yes;3.Graduate School;Single;29;461,5863;461,5863;0
60220;No;3.Graduate School;Married;35;59800,8688;2559,35;0
36132;No;1.High School;Single;25;21889,6689;2259,4544;0
69253;Yes;3.Graduate School;Married;38;95,1476;95,1476;0
6022;Yes;1.High School;Married;42;191,8007;191,8007;0
3011;No;1.High School;Single;46;316,155;0;1
42154;Yes;1.High School;Single;31;28496,4051;1053,85;0
108396;No;3.Graduate School;Single;29;706,6817;706,6817;0
6022;Yes;2.University;Single;22;5701,9307;0;1
33121;Yes;2.University;Single;33;32162,8998;1204,4;0
30110;No;2.University;Single;33;26666,0182;0;1
78286;Yes;3.Graduate School;Married;39;56718,207;2025,1986;0
15055;Yes;3.Graduate School;Single;23;13846,0835;453,1555;0
9033;Yes;2.University;Married;27;8080,0185;0;1
75275;Yes;3.Graduate School;Married;44;1631,0587;1631,0587;0
75275;No;3.Graduate School;Single;48;824,4118;824,4118;0
75275;Yes;1.High School;Single;36;17727,5636;7527,5;0
72264;No;2.University;Married;39;70567,0004;3071,22;0
18066;Yes;2.University;Single;27;6000,3208;602,2;0
75275;Yes;3.Graduate School;Married;40;98,1586;98,1586;0
30110;Yes;2.University;Single;26;24861,5259;1001,4586;0
51187;Yes;3.Graduate School;Married;45;47178,7568;2127,8737;0
213781;Yes;3.Graduate School;Single;32;9550,5909;1072,2171;0
6022;No;2.University;Married;50;2275,1116;361,32;0
108396;Yes;2.University;Single;36;23246,4255;1114,07;0
45165;Yes;1.High School;Married;49;7210,1406;7210,1406;0
15055;No;1.High School;Single;58;2201,6432;343,254;0
42154;Yes;1.High School;Married;38;35804,7043;0;1
6022;No;2.University;Single;36;4208,1736;827,7239;0
54198;Yes;2.University;Married;30;8504,5695;531,4415;0
15055;No;2.University;Single;23;8338,3623;421,54;0
15055;No;2.University;Single;45;5837,4257;403,474;0
66242;Yes;3.Graduate School;Married;60;6149,6664;602,2;0
45165;No;2.University;Married;39;23737,5196;1249,565;0
48176;Yes;1.High School;Single;30;776,5369;776,5369;0
60220;Yes;2.University;Married;29;22168,1864;994,8344;0
57209;No;3.Graduate School;Single;32;1864,4112;737,695;0
15055;Yes;2.University;Married;32;11259,6345;510,9667;0
15055;No;2.University;Single;24;117,429;117,429;0
42154;Yes;2.University;Single;35;27174,8772;987,608;0
18066;Yes;2.University;Single;26;15048,6769;662,42;0
3011;Yes;1.High School;Married;24;2635,8294;451,65;0
120440;No;3.Graduate School;Single;28;1738,2503;1738,2503;0
150550;Yes;3.Graduate School;Single;44;88971,7379;3155,8291;0
96352;Yes;2.University;Single;24;15433,4827;15433,4827;0
15055;Yes;1.High School;Single;31;8702,3922;972,8541;0
30110;Yes;1.High School;Single;46;290,2604;290,2604;0
15055;No;3.Graduate School;Single;25;4570,698;4570,698;0
15055;No;2.University;Married;43;1280,8794;1280,8794;0
45165;Yes;2.University;Single;30;20512,4375;1806,6;0
60220;Yes;2.University;Married;37;180,9611;180,9611;0
24088;Yes;2.University;Single;28;14497,0617;903,3;0
108396;No;3.Graduate School;Married;35;6583,5515;6583,5515;0
36132;No;2.University;Single;49;12019,0087;602,2;0
69253;No;3.Graduate School;Single;28;21187,2026;1687,9666;0
18066;Yes;2.University;Married;34;16733,6325;834,047;0
27099;No;2.University;Married;37;2787,2827;0;1
72264;No;2.University;Married;31;143,0225;143,0225;0
69253;Yes;2.University;Married;42;36,132;36,132;0
24088;Yes;3.Graduate School;Single;23;5251,7862;948,465;0
120440;Yes;3.Graduate School;Single;28;2086,623;2086,623;0
36132;No;3.Graduate School;Married;45;35260,6166;1716,27;0
75275;No;3.Graduate School;Married;39;28,0023;28,0023;0
9033;Yes;3.Graduate School;Single;24;8714,1351;0;1
93341;No;1.High School;Single;37;63585,0936;2408,8;0
45165;No;2.University;Single;34;41694,2203;1204,4;0
24088;Yes;3.Graduate School;Single;29;1755,413;451,65;0
15055;No;2.University;Single;24;8745,4495;391,43;0
15055;No;2.University;Single;33;10019,1025;1204,4;0
30110;No;2.University;Single;31;7577,7837;421,54;0
45165;No;3.Graduate School;Married;33;44042,1981;1808,1055;0
24088;No;2.University;Single;43;5089,1922;382,397;0
60220;No;2.University;Married;30;221,6096;221,6096;0
36132;Yes;1.High School;Single;46;32768,1108;1264,62;0
36132;No;3.Graduate School;Single;32;117,429;117,429;0
72264;Yes;3.Graduate School;Single;36;2095,3549;2095,3549;0
27099;Yes;2.University;Single;26;3383,4607;961,7134;0
63231;No;2.University;Single;25;2596,9875;451,65;0
27099;Yes;2.University;Single;23;5113,5813;5113,5813;0
126462;Yes;3.Graduate School;Married;40;2332,9228;2332,9228;0
